stimuli_file,rating,filter,base_img,rating_type
./stimuli/gingham_p22.jpg,3.4545454545454546,gingham,p22.jpg,realism
./stimuli/gingham_p23.jpg,4.0,gingham,p23.jpg,realism
./stimuli/gingham_p24.jpg,3.5,gingham,p24.jpg,realism
./stimuli/gingham_p25.jpg,4.285714285714286,gingham,p25.jpg,realism
./stimuli/gingham_p26.jpg,4.285714285714286,gingham,p26.jpg,realism
./stimuli/gingham_p27.jpg,3.5555555555555554,gingham,p27.jpg,realism
./stimuli/gingham_p28.jpg,4.0,gingham,p28.jpg,realism
./stimuli/gingham_p29.jpg,3.75,gingham,p29.jpg,realism
./stimuli/gingham_p30.jpg,3.7777777777777777,gingham,p30.jpg,realism
./stimuli/gingham_p31.jpg,4.0,gingham,p31.jpg,realism
./stimuli/gingham_p32.jpg,3.4,gingham,p32.jpg,realism
./stimuli/gingham_p33.jpg,4.625,gingham,p33.jpg,realism
./stimuli/gingham_p34.jpg,4.3,gingham,p34.jpg,realism
./stimuli/gingham_p35.jpg,3.375,gingham,p35.jpg,realism
./stimuli/gingham_p36.jpg,4.285714285714286,gingham,p36.jpg,realism
./stimuli/gingham_p37.jpg,3.5,gingham,p37.jpg,realism
./stimuli/gingham_p38.jpg,3.4285714285714284,gingham,p38.jpg,realism
./stimuli/gingham_p39.jpg,4.555555555555555,gingham,p39.jpg,realism
./stimuli/gingham_p40.jpg,3.6666666666666665,gingham,p40.jpg,realism
./stimuli/gingham_p41.jpg,2.727272727272727,gingham,p41.jpg,realism
./stimuli/gingham_p42.jpg,4.222222222222222,gingham,p42.jpg,realism
./stimuli/gingham_p43.jpg,3.8,gingham,p43.jpg,realism
./stimuli/gingham_p44.jpg,3.375,gingham,p44.jpg,realism
./stimuli/gingham_p45.jpg,4.333333333333333,gingham,p45.jpg,realism
./stimuli/gingham_p46.jpg,4.0,gingham,p46.jpg,realism
./stimuli/gingham_p47.jpg,3.625,gingham,p47.jpg,realism
./stimuli/gingham_p48.jpg,4.5,gingham,p48.jpg,realism
./stimuli/gingham_p49.jpg,4.0,gingham,p49.jpg,realism
./stimuli/gingham_p50.jpg,4.714285714285714,gingham,p50.jpg,realism
./stimuli/gingham_p51.jpg,3.8,gingham,p51.jpg,realism
./stimuli/gingham_p52.jpg,4.285714285714286,gingham,p52.jpg,realism
./stimuli/gingham_p53.jpg,4.142857142857143,gingham,p53.jpg,realism
./stimuli/gingham_p54.jpg,3.625,gingham,p54.jpg,realism
./stimuli/hudson_01_IMG_9832.jpg,3.857142857142857,hudson,01_IMG_9832.jpg,realism
./stimuli/hudson_02_IMG_0047.jpg,4.333333333333333,hudson,02_IMG_0047.jpg,realism
./stimuli/hudson_IMG_1665.jpg,3.0,hudson,IMG_1665.jpg,realism
./stimuli/hudson_IMG_3867_4.jpg,4.0,hudson,IMG_3867_4.jpg,realism
./stimuli/hudson_IMG_3995.jpg,2.75,hudson,IMG_3995.jpg,realism
./stimuli/hudson_IMG_4140.jpg,3.8333333333333335,hudson,IMG_4140.jpg,realism
./stimuli/hudson_IMG_4291.jpg,4.833333333333333,hudson,IMG_4291.jpg,realism
./stimuli/hudson_IMG_4436.jpg,4.5,hudson,IMG_4436.jpg,realism
./stimuli/hudson_IMG_4558.jpg,5.0,hudson,IMG_4558.jpg,realism
./stimuli/hudson_IMG_4884.jpg,3.5,hudson,IMG_4884.jpg,realism
./stimuli/hudson_IMG_5003.jpg,4.25,hudson,IMG_5003.jpg,realism
./stimuli/hudson_IMG_5045.jpg,3.25,hudson,IMG_5045.jpg,realism
./stimuli/hudson_IMG_5128.jpg,3.4166666666666665,hudson,IMG_5128.jpg,realism
./stimuli/hudson_IMG_5150.jpg,4.333333333333333,hudson,IMG_5150.jpg,realism
./stimuli/hudson_IMG_5283.jpg,3.8,hudson,IMG_5283.jpg,realism
./stimuli/hudson_IMG_5359.jpg,4.333333333333333,hudson,IMG_5359.jpg,realism
./stimuli/hudson_IMG_5424.jpg,2.5,hudson,IMG_5424.jpg,realism
./stimuli/hudson_IMG_5541.jpg,4.0,hudson,IMG_5541.jpg,realism
./stimuli/hudson_IMG_5557.jpg,3.6666666666666665,hudson,IMG_5557.jpg,realism
./stimuli/hudson_IMG_5656.jpg,4.454545454545454,hudson,IMG_5656.jpg,realism
./stimuli/hudson_IMG_5792.jpg,4.714285714285714,hudson,IMG_5792.jpg,realism
./stimuli/hudson_IMG_5936.jpg,4.222222222222222,hudson,IMG_5936.jpg,realism
./stimuli/hudson_IMG_5971_.jpg,4.4,hudson,IMG_5971_.jpg,realism
./stimuli/hudson_IMG_5982.jpg,4.75,hudson,IMG_5982.jpg,realism
./stimuli/hudson_IMG_6010.jpg,3.625,hudson,IMG_6010.jpg,realism
./stimuli/hudson_IMG_6177_golden_2.jpg,4.166666666666667,hudson,IMG_6177_golden_2.jpg,realism
./stimuli/hudson_IMG_6255_.jpg,2.5714285714285716,hudson,IMG_6255_.jpg,realism
./stimuli/hudson_IMG_6314.jpg,3.1666666666666665,hudson,IMG_6314.jpg,realism
./stimuli/hudson_IMG_6426.jpg,3.4,hudson,IMG_6426.jpg,realism
./stimuli/hudson_IMG_6457.jpg,3.6,hudson,IMG_6457.jpg,realism
./stimuli/hudson_IMG_6790.jpg,4.8,hudson,IMG_6790.jpg,realism
./stimuli/hudson_IMG_6819.jpg,4.083333333333333,hudson,IMG_6819.jpg,realism
./stimuli/hudson_IMG_6837.jpg,4.3,hudson,IMG_6837.jpg,realism
./stimuli/hudson_IMG_7057.jpg,4.0,hudson,IMG_7057.jpg,realism
./stimuli/hudson_IMG_7141.jpg,4.285714285714286,hudson,IMG_7141.jpg,realism
./stimuli/hudson_IMG_7187.jpg,4.142857142857143,hudson,IMG_7187.jpg,realism
./stimuli/hudson_IMG_7392_.jpg,3.7777777777777777,hudson,IMG_7392_.jpg,realism
./stimuli/hudson_IMG_7450.jpg,3.75,hudson,IMG_7450.jpg,realism
./stimuli/hudson_IMG_7595.jpg,4.5,hudson,IMG_7595.jpg,realism
./stimuli/hudson_IMG_7640.jpg,4.0,hudson,IMG_7640.jpg,realism
